x1,y1,z1,V1,V2
0.33153952,-0.823897514,-0.133076725,6,1
0.132428186,-0.905179962,-0.157552988,6,1
0.005555589,-0.655973714,-0.216011991,6,1
-0.044242926,-0.454295091,-0.135203767,6,1
0.114043008,-0.586755626,-0.104326731,6,1
0.174770414,-0.645648249,-0.159557131,6,1
0.052860953,-0.706649638,-0.146657763,6,1
0.038938591,-0.754682213,-0.10102787,6,1
0.079707011,-0.614537989,-0.219736907,6,1
0.089788843,-0.505665209,-0.267175515,6,1
0.309278666,-0.838929409,-0.160194348,6,1
0.392844473,-0.812560474,-0.140457981,6,1
0.164391761,-0.782466744,-0.09837189,6,1
0.238258482,-0.578460692,-0.223050244,6,1
0.178918638,-0.850600628,-0.14226929,6,1
0.00771051,-0.651155667,-0.049716095,6,1
0.102773802,-0.544014699,-0.238458456,6,1
0.209449897,-0.785922838,-0.11817702,6,1
0.348464267,-0.869986578,-0.100990239,6,1
0.239954112,-0.798509658,-0.13529138,6,1
0.029513234,-0.466239444,-0.218407557,6,1
0.046312353,-0.648143058,-0.201494506,6,1
0.264907825,-0.81442653,-0.152218225,6,1
0.014328894,-0.621968153,-0.079280299,6,1
-0.002212758,-0.735723467,-0.168946399,6,1
-0.078935155,-0.462374024,-0.280262298,6,1
-0.110036367,-0.469014417,-0.10335085,6,1
0.114630008,-0.817370466,-0.062566652,6,1
0.187796715,-0.79441892,-0.103952603,6,1
0.215314273,-0.867871682,-0.113704007,6,1
0.053095188,-0.807386639,-0.106494092,6,1
0.019429893,-0.645494979,-0.150607899,6,1
0.144148045,-0.536603439,-0.253620705,6,1
0.273613818,-0.773434419,-0.14910426,6,1
0.024680499,-0.536173441,-0.217752805,6,1
0.017841032,-0.773596429,-0.070522869,6,1
0.344067001,-0.745853049,-0.164187206,6,1
-0.000257449,-0.697761537,-0.054191885,6,1
0.0432053,-0.72026431,-0.163186575,6,1
0.035284897,-0.71242825,-0.19572462,6,1
0.050652826,-0.594453882,-0.089922078,6,1
0.320266083,-0.81293077,-0.067497812,6,1
0.095076213,-0.725539282,-0.216997178,6,1
0.142905625,-0.606295359,-0.22349098,6,1
0.060748114,-0.723415041,-0.13751363,6,1
0.070393357,-0.639358751,-0.144535843,6,1
0.284404498,-0.849457261,-0.120299666,6,1
0.013943352,-0.548928482,-0.172565888,6,1
0.093783678,-0.751811593,-0.159510468,6,1
0.236110292,-0.877270103,-0.137303537,6,1
0.223251112,-0.872680661,-0.177753381,6,1
0.158252826,-0.895116636,-0.120869129,6,1
0.247858438,-0.864068899,-0.183708504,6,1
0.001190375,-0.689894443,-0.095464949,6,1
0.264870088,-0.684189722,-0.211390256,6,1
-0.081133472,-0.509763484,-0.159905105,6,1
0.030410662,-0.473276353,-0.226584372,6,1
0.118890899,-0.783202795,-0.126829995,6,1
0.09055101,-0.718526246,-0.094234611,6,1
0.190082711,-0.752755819,-0.14736818,6,1
0.197643634,-0.548076601,-0.174421219,6,1
-0.12289014,-0.69430189,-0.172768493,6,1
0.10871626,-0.75449759,-0.148299673,6,1
-0.095535533,-0.485752647,-0.196904276,6,1
0.150567874,-0.516121363,-0.164273613,6,1
0.009381966,-0.6026195,-0.147367636,6,1
0.066140196,-0.833171843,-0.159004957,6,1
-0.025323632,-0.544878344,-0.143256847,6,1
0.025690234,-0.651195784,-0.157738423,6,1
0.004196251,-0.593210362,-0.21288505,6,1
0.205144061,-0.608226246,-0.189241729,6,1
0.220782097,-0.857748365,-0.182616747,6,1
0.215178818,-0.774899973,-0.146047798,6,1
0.144663411,-0.772471743,-0.058626303,6,1
0.229629744,-0.741342443,-0.141580714,6,1
0.045757961,-0.539471556,-0.188994805,6,1
0.196740563,-0.589907669,-0.218418462,6,1
0.007599511,-0.496068132,-0.216484833,6,1
0.010006354,-0.657908154,-0.231105941,6,1
0.138050486,-0.637532862,-0.169972571,6,1
0.311675456,-0.899073541,-0.123288567,6,1
0.14526475,-0.721635753,-0.169407633,6,1
0.203417879,-0.879813386,-0.134480764,6,1
0.2567511,-0.737037923,-0.211378886,6,1
0.271638647,-0.707969748,-0.111452604,6,1
0.140751504,-0.746984545,-0.092841201,6,1
-0.033117439,-0.62974486,-0.253741666,6,1
0.092018942,-0.780638688,-0.200752787,6,1
0.02021834,-0.523003325,-0.030357041,6,1
0.032766816,-0.584210426,-0.1948468,6,1
0.188509573,-0.755186434,-0.164593878,6,1
0.036057935,-0.365769908,-0.012945381,6,1
0.120574808,-0.710402459,-0.16266909,6,1
0.205148739,-0.839691867,-0.102500046,6,1
0.109842875,-0.65372981,-0.193817213,6,1
0.101834447,-0.65422706,-0.232279722,6,1
0.200581802,-0.849438761,-0.121620975,6,1
0.073612605,-0.446826768,-0.052227122,6,1
0.265476553,-0.670361012,-0.215603087,6,1
-0.05260337,-0.671464647,-0.091509895,6,1
0.048006498,-0.483400354,-0.257601812,6,1
-0.098717877,-0.768641175,-0.121956074,6,1
0.20629016,-0.686183691,-0.18033982,6,1
0.249475456,-0.801523835,-0.148763833,6,1
-0.01333543,-0.578348632,-0.203655766,6,1
0.174426421,-0.8670662,-0.120054476,6,1
0.497638999,-0.872120731,-0.131347075,6,1
0.017174909,-0.520307838,-0.218633893,6,1
0.01374307,-0.503649892,-0.149557928,6,1
-0.046852584,-0.533961361,-0.257933716,6,1
0.310789406,-0.863202132,-0.149653213,6,1
-0.052271084,-0.490422115,-0.249493568,6,1
0.05567526,-0.422205348,-0.056051281,6,1
0.080510368,-0.732973661,-0.165484227,6,1
0.178297594,-0.785716664,-0.137396147,6,1
0.243381822,-0.78000737,-0.067096371,6,1
0.050682338,-0.534291802,-0.053256491,6,1
0.072078642,-0.357878003,-0.000162238,6,1
0.282329713,-0.81911645,-0.134581792,6,1
0.058038191,-0.514769371,-0.149894557,6,1
0.104144212,-0.565869561,-0.186943609,6,1
0.146871796,-0.474558104,-0.097887406,6,1
-0.062796625,-0.587734657,-0.223342226,6,1
0.056388805,-0.828896776,-0.201385633,6,1
0.18520569,-0.8407877,-0.124847625,6,1
0.329871045,-0.910600227,-0.142651241,6,1
0.223424081,-0.658196272,-0.099998675,6,1
0.184410234,-0.832265499,-0.131642469,6,1
0.238377648,-0.86483284,-0.105250212,6,1
-0.004295683,-0.487474436,-0.279708573,6,1
0.064778837,-0.546835852,-0.174444951,6,1
0.125049525,-0.586178795,-0.098223292,6,1
0.057025162,-0.764407044,-0.102482039,6,1
0.134110224,-0.795208757,-0.153231556,6,1
0.206578759,-0.823668484,-0.069395321,6,1
0.084002369,-0.772209179,-0.137245147,6,1
-0.068953291,-0.817394033,-0.090636372,6,1
-0.012852288,-0.642677595,-0.230937822,6,1
0.153153467,-0.680280616,-0.209926414,6,1
0.01801308,-0.543751031,-0.19563689,6,1
0.270297879,-0.749959186,-0.174274388,6,1
0.16259739,-0.734098707,-0.108840393,6,1
-0.092496433,-0.438960591,-0.222395568,6,1
0.057693206,-0.700422489,-0.194175828,6,1
0.249304242,-0.789966417,-0.081129739,6,1
0.079888494,-0.483308609,-0.196256414,6,1
0.167640506,-0.869414178,-0.187344285,6,1
0.224160212,-0.606102224,0.048762934,6,1
0.092479616,-0.60193,-0.205372464,6,1
-0.09742018,-0.528164016,-0.27120968,6,1
-0.000149073,-0.739488752,-0.134618773,6,1
0.277997724,-0.898369843,-0.119743366,6,1
-0.005730015,-0.627632803,-0.198541225,6,1
0.174821558,-0.739175018,-0.185037909,6,1
-0.020113114,-0.788436483,-0.227074102,6,1
0.135834245,-0.765391276,-0.072185773,6,1
-0.044949906,-0.738004434,-0.21857681,6,1
0.322065433,-0.854754338,-0.14593486,6,1
0.017458145,-0.767733696,-0.174160446,6,1
0.150518616,-0.828163476,-0.124752643,6,1
-0.014370375,-0.486121652,-0.268223997,6,1
0.134480577,-0.613080073,-0.184449478,6,1
0.407430837,-0.885233686,-0.099904373,6,1
0.160243982,-0.731648713,-0.207149473,6,1
0.104207139,-0.568178633,-0.212806095,6,1
0.136725066,-0.71780394,-0.209364848,6,1
0.029856737,-0.650873276,-0.163640642,6,1
0.045719375,-0.39990657,-0.085793451,6,1
-0.085594627,-0.400355355,-0.111139574,6,1
0.10763978,-0.634495662,-0.237795936,6,1
-0.100747989,-0.385408667,-0.066175823,6,1
-0.001003002,-0.454833386,-0.20318843,6,1
-0.107239115,-0.682377987,-0.196338724,6,1
0.297238247,-0.842359527,-0.113413074,6,1
0.373605853,-0.923941962,-0.123355492,6,1
-0.128769285,-0.652483887,-0.145672916,6,1
0.095498759,-0.648990412,-0.123259832,6,1
0.273494675,-0.711471105,-0.170820279,6,1
0.059087968,-0.853029719,-0.138270381,6,1
0.180189861,-0.814892548,-0.147804482,6,1
0.228628632,-0.805884263,-0.081506154,6,1
0.047123667,-0.862183861,-0.124236776,6,1
0.171996126,-0.839504416,-0.089426131,6,1
-0.181246543,-0.538875566,-0.157878075,6,1
0.158751293,-0.59073202,-0.239147125,6,1
-0.000688934,-0.858573507,-0.178583518,6,1
0.182943188,-0.91749276,-0.144593449,6,1
0.017771413,-0.72716809,-0.106740016,6,1
0.027990759,-0.35307427,-0.045058504,6,1
0.026230042,-0.70412269,-0.102805201,6,1
-0.041157768,-0.87667971,-0.16383976,6,1
0.010963736,-0.42048427,-0.108544595,6,1
0.2037819,-0.868405191,-0.109544709,6,1
-0.074225504,-0.383082017,-0.251911014,6,1
-0.028404176,-0.457108738,-0.088406205,6,1
0.087343347,-0.684034675,-0.199613411,6,1
0.221039241,-0.765459482,-0.08648329,6,1
0.317300447,-0.800527992,-0.11446426,6,1
0.026930783,-0.744603098,-0.179154632,6,1
0.012828518,-0.825786001,-0.132299491,6,1
0.470435949,-0.847242378,-0.071751322,6,1
-0.053247329,-0.505291259,-0.18570123,6,1
0.01187862,-0.496138881,-0.217531298,6,1
0.264030695,-0.835882859,-0.110919645,6,1
-0.227113087,-0.565420576,-0.154637108,6,1
0.326679697,-0.885659138,-0.119030656,6,1
0.096161048,-0.779448344,-0.12323568,6,1
0.09163199,-0.581928246,-0.094914233,6,1
0.053672077,-0.608866175,-0.124691864,6,1
0.021035679,-0.428447768,-0.197752502,6,1
0.076739563,-0.626063567,-0.170321417,6,1
0.15680801,-0.509781145,-0.083460255,6,1
0.083794122,-0.799972275,-0.136778626,6,1
-0.009547643,-0.7256062,-0.230959541,6,1
0.316618806,-0.854087097,-0.119177425,6,1
0.008431143,-0.396985175,-0.146616185,6,1
0.090649275,-0.687461885,-0.227414186,6,1
0.04417007,-0.762386606,-0.131019466,6,1
0.128227026,-0.574339442,-0.165584558,6,1
0.089023825,-0.593651936,-0.17932348,6,1
-0.073731287,-0.569744409,-0.254811883,6,1
0.10723297,-0.55047317,-0.226237007,6,1
0.050295166,-0.489747106,-0.154218814,6,1
0.109370555,-0.829810267,-0.097130558,6,1
-0.069481735,-0.579769508,-0.158495228,6,1
0.046046884,-0.583720168,-0.177994295,6,1
-0.024959328,-0.584680737,-0.207863595,6,1
0.134813135,-0.599858308,-0.130898503,6,1
0.052927383,-0.485884259,-0.228908956,6,1
-0.443251758,-0.69942086,-0.164343416,6,1
0.112955332,-0.74038937,-0.097039918,6,1
-0.027070407,-0.556696571,-0.163760296,6,1
0.011458199,-0.63620513,-0.13292855,6,1
0.462509234,-0.882755239,-0.127488369,6,1
-0.010779706,-0.551289912,-0.299831472,6,1
-0.136465288,-0.74927167,-0.109407144,6,1
0.003801745,-0.70268919,-0.12443473,6,1
0.143913319,-0.845804653,-0.143513771,6,1
0.102608818,-0.559846897,-0.157526879,6,1
0.170729512,-0.592444362,-0.136213993,6,1
0.026809325,-0.511643143,0.053759263,6,1
0.067242021,-0.511804793,-0.097730809,6,1
0.056276916,-0.374503401,-0.084073991,6,1
0.004516268,-0.782615199,-0.170769076,6,1
-0.064112344,-0.657422891,-0.061178916,6,1
0.061190848,-0.595517239,-0.145291831,6,1
0.022335481,-0.551320124,-0.177352151,6,1
0.109494053,-0.606975101,-0.150300374,6,1
-0.024047738,-0.467192491,-0.238005986,6,1
-0.056676129,-0.619519691,-0.141953416,6,1
0.197467003,-0.655716851,-0.179900511,6,1
0.248777075,-0.888023625,-0.110270763,6,1
0.192690456,-0.849623639,-0.136416718,6,1
0.331687524,-0.863124506,-0.134976622,6,1
0.05941253,-0.685879218,-0.082838095,6,1
0.180369846,-0.843381213,-0.119838519,6,1
0.128823449,-0.819574823,-0.144977665,6,1
0.082687294,-0.502199287,-0.109322939,6,1
-0.163688159,-0.565436125,-0.237835783,6,1
-0.001293605,-0.642879924,-0.196286898,6,1
0.306546925,-0.871716977,-0.119567209,6,1
-0.04675698,-0.408424769,-0.113268847,6,1
0.033441112,-0.650195154,-0.195883172,6,1
-0.088670117,-0.552006687,-0.128096222,6,1
-0.06314633,-0.671422207,-0.217988587,6,1
0.199352623,-0.60927195,-0.180872523,6,1
0.117244869,-0.809389973,-0.143765787,6,1
0.094522046,-0.852166273,-0.111252945,6,1
-0.257686161,-0.478694876,-0.232736745,6,1
-0.056271767,-0.637411723,-0.174231283,6,1
0.116097852,-0.623286004,-0.191548605,6,1
-0.049245143,-0.536186135,-0.221557966,6,1
0.395880195,-0.832336701,-0.118810409,6,1
-0.100249512,-0.484921313,-0.187193867,6,1
0.059170952,-0.701535096,-0.19972179,6,1
-0.01667005,-0.463421126,-0.196147166,6,1
-0.158683958,-0.554012184,-0.092133263,6,1
0.143525386,-0.773540504,-0.132745177,6,1
-0.073945787,-0.593578469,-0.065015961,6,1
0.213658772,-0.891712845,-0.115464745,6,1
0.020535941,-0.621642042,-0.2078799,6,1
0.193234611,-0.790716839,-0.15058537,6,1
-0.091070742,-0.490064665,-0.248449277,6,1
-0.040781582,-0.754078802,-0.138048785,6,1
-0.071957955,-0.636608739,-0.171734206,6,1
0.113987715,-0.49403215,-0.237141765,6,1
-0.016977381,-0.61340891,-0.184713337,6,1
0.123704324,-0.861471444,-0.170419304,6,1
0.331414972,-0.877259511,-0.155280666,6,1
0.001541618,-0.719708987,-0.096712285,6,1
0.287303199,-0.857020353,-0.102530982,6,1
0.168392441,-0.76615864,-0.120967198,6,1
0.133343793,-0.658359357,-0.189956659,6,1
-0.025781958,-0.509109709,-0.18594454,6,1
0.076412372,-0.446930628,-0.170713747,6,1
-0.012182598,-0.446917345,-0.18194253,6,1
0.138743998,-0.895819923,-0.145622539,6,1
-0.059340265,-0.433843034,-0.110467346,6,1
0.162131863,-0.736912432,-0.148447731,6,1
0.146708406,-0.657214438,-0.240504345,6,1
0.120792186,-0.448353023,-0.126685447,6,1
0.141988861,-0.85631625,-0.115605996,6,1
0.042754948,-0.846080966,-0.109050971,6,1
0.115043184,-0.708402309,-0.214045177,6,1
0.10446014,-0.787963088,-0.154793827,6,1
0.112446249,-0.618474466,-0.156994241,6,1
0.119301839,-0.779208329,-0.146077855,6,1
0.000906414,-0.772379079,-0.091778354,6,1
0.037931878,-0.463661669,-0.17325912,6,1
0.290995672,-0.781057082,-0.112311797,6,1
0.145403835,-0.822588257,-0.14520496,6,1
0.114453263,-0.642135537,-0.199131491,6,1
0.019323779,-0.780339729,-0.161165907,6,1
0.184165263,-0.808272803,-0.094462929,6,1
-0.050704738,-0.553246371,-0.098420503,6,1
0.015830977,-0.545541226,-0.240837862,6,1
0.168434324,-0.775852553,-0.166301591,6,1
0.418931969,-0.775184212,-0.129213741,6,1
0.195577631,-0.565630926,-0.241562458,6,1
-0.025226222,-0.471547854,-0.106905408,6,1
0.067100319,-0.638101561,-0.279567492,6,1
0.050790246,-0.456324511,-0.174276023,6,1
0.129288537,-0.621669844,-0.157222858,6,1
-0.089394866,-0.454564313,-0.246825703,6,1
0.185984714,-0.856895591,-0.154072981,6,1
0.252534716,-0.596808973,-0.037684202,6,1
0.051388099,-0.623040475,-0.091566692,6,1
0.16254069,-0.842453452,-0.145783002,6,1
0.03789655,-0.493698616,-0.230885386,6,1
0.037784776,-0.597103267,-0.148332567,6,1
0.026691665,-0.431122397,-0.248916457,6,1
0.044859799,-0.579582044,-0.252012599,6,1
-0.046948785,-0.808845425,-0.101416706,6,1
-0.01085947,-0.798351057,-0.092561027,6,1
0.123624779,-0.568866263,-0.243385737,6,1
0.117182557,-0.514137155,-0.050616882,6,1
-0.09482926,-0.39080952,-0.286421614,6,1
0.113458352,-0.803734144,-0.108091416,6,1
-0.061506346,-0.444243563,-0.011123642,6,1
-0.029099915,-0.564486727,-0.106190949,6,1
0.052514432,-0.54832572,-0.120346646,6,1
0.261781099,-0.870249172,-0.111357499,6,1
0.039078442,-0.499880542,-0.155731643,6,1
0.016889826,-0.470428996,-0.174081911,6,1
0.416847234,-0.769759152,-0.155216304,6,1
0.123478595,-0.821212518,-0.138259224,6,1
0.07468075,-0.5438875,-0.108171151,6,1
0.024084186,-0.593300576,-0.192609243,3,1
0.011502261,-0.381068399,-0.078268725,6,1
0.075867218,-0.536603076,-0.149581818,6,1
-0.006679861,-0.509719632,-0.242667444,6,1
-0.000788569,-0.393130718,-0.053845549,6,1
0.346065184,-0.861175011,-0.136991061,6,1
0.18261349,-0.764282971,-0.087902521,6,1
0.005042338,-0.53298018,-0.148291077,6,1
-0.003157813,-0.610719993,-0.2137809,6,1
0.165280755,-0.785068699,-0.146901447,6,1
-0.09873966,-0.652039571,-0.08830927,6,1
0.19342319,-0.888698944,-0.128483976,6,1
0.004641928,-0.720749634,-0.110679235,6,1
0.040232579,-0.499539077,-0.227725562,6,1
0.067484868,-0.50256077,-0.252648425,6,1
0.184309769,-0.881725781,-0.103659054,6,1
0.026735996,-0.607829566,-0.208630964,6,1
0.217133917,-0.839439482,-0.102881988,6,1
0.176757579,-0.587951363,-0.1669343,6,1
-0.012596495,-0.736691287,-0.153508252,6,1
0.063590578,-0.617255501,-0.244039199,6,1
0.284200927,-0.803174258,-0.065540851,6,1
0.348772477,-0.868273542,-0.115971845,6,1
-0.048655112,-0.408938287,-0.209810669,6,1
0.091180602,-0.530079676,-0.292900409,6,1
-0.175046824,-0.685007601,-0.045290702,6,1
0.146915896,-0.745901371,-0.090822915,6,1
0.10294677,-0.511484995,-0.058102747,6,1
0.097826334,-0.679973169,-0.161338871,6,1
0.151620415,-0.754893701,-0.141852792,6,1
0.371557079,-0.858792469,-0.123112177,6,1
0.049554299,-0.512661405,-0.256397567,6,1
0.253738977,-0.733099716,-0.176470677,6,1
0.056314897,-0.742473199,-0.107977818,6,1
0.229349099,-0.859555945,-0.118540599,6,1
0.053063957,-0.478066768,-0.236432272,6,1
0.005161637,-0.477966523,-0.177304017,6,1
-0.015786559,-0.548258024,-0.181100242,6,1
0.220489605,-0.622777192,-0.199727927,6,1
0.140194559,-0.867618393,-0.178932681,6,1
-0.08468785,-0.584599935,-0.081581835,6,1
-0.120059354,-0.579191308,-0.1656185,6,1
0.288125814,-0.882625552,-0.130159034,6,1
-0.074304882,-0.437400959,-0.274967156,6,1
0.268803126,-0.841282637,-0.084234759,6,1
0.220454792,-0.694195665,-0.067397551,6,1
0.08088596,-0.533366209,-0.06468025,6,1
0.29713896,-0.618233411,-0.065433486,2,1
0.028173574,-0.592563214,-0.252622761,6,1
0.133460824,-0.670524907,-0.205545462,6,1
0.142577391,-0.757682733,-0.128761625,6,1
0.112580716,-0.691835243,-0.187628583,6,1
-0.069490324,-0.739317136,-0.218110205,6,1
0.158098425,-0.503499466,-0.137106454,6,1
0.247044889,-0.823298502,-0.123463629,6,1
0.243750354,-0.796835919,-0.153187797,3,1
